"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/21/2015","Michi Ramen","MICHI RAMEN AUSTIN TX","12.58","debit","Restaurants","Personal Credit Account","",""
"12/21/2015","Fandango","FANDANGO.COM FANDANGO.COM CA","12.38","debit","Movies & DVDs","Personal Credit Account","",""
"12/21/2015","Bambu Desserts Drinks","BAMBU DESSERTS & DRINKS AUSTIN TX","3.00","debit","Uncategorized","Personal Credit Account","",""
"12/21/2015","Exxon","EXXONMOBIL 47543137 ITALY TX","29.01","debit","Gas & Fuel","Personal Credit Account","",""
"12/21/2015","Chevron","CHEVRON 00205232 AUSTIN TX","22.24","debit","Gas & Fuel","Personal Credit Account","",""
"12/21/2015","J M Factory","J & M FACTORY #2049 ROUND ROCK TX","90.85","debit","Clothing","Personal Credit Account","",""
"12/21/2015","Vietnamese Restaurant","DUY VIETNAMESE RESTAUR AUSTIN TX","11.00","debit","Restaurants","Personal Credit Account","",""
"12/21/2015","Fragrance X","FRAGRANCE OUTLET","105.52","debit","Personal Care","Personal Credit Account","",""
"12/21/2015","Steak 'n Shake","STEAK N SHAKE 2012 ROUND ROCK TX","4.63","debit","Restaurants","Personal Credit Account","",""
"12/19/2015","Estilos Salon","ESTILOS SALON DALLAS TX","12.00","debit","Personal Care","Personal Credit Account","",""
"12/18/2015","Wal-Mart","WM SUPERCENTER #5889 C_PURCHASE","1.92","debit","Shopping","Business Credit Account","",""
"12/18/2015","Sam's Club","SAMS CLUB #8248 C_PURCHASE","2.70","debit","Shopping","Business Credit Account","",""
"12/17/2015","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.88","debit","Home Phone","Business Credit Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495129 INDN:Huynh CO ID:XXXXX00002 PPD","523.20","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495131 INDN:Huynh CO ID:XXXXX00002 PPD","34.04","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495127 INDN:Huynh CO ID:XXXXX00002 PPD","11.67","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495126 INDN:Huynh CO ID:XXXXX00002 PPD","1.94","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495125 INDN:Huynh CO ID:XXXXX00002 PPD","47.65","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495130 INDN:Huynh CO ID:XXXXX00002 PPD","362.14","credit","Income","Personal Checking Account","",""
"12/17/2015","Square","Square Inc DES:151217A2 ID:M1136459847 INDN:Huynh CO ID:XXXXX00002 WEB","0.49","debit","Restaurants","Personal Checking Account","",""
"12/17/2015","Square Des A","Square Inc DES:151217A2 ID:M1136465412 INDN:Huynh CO ID:XXXXX00002 PPD","0.49","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495132 INDN:Huynh CO ID:XXXXX00002 PPD","96.28","credit","Income","Personal Checking Account","",""
"12/17/2015","Square Des P","Square Inc DES:151217P2 ID:L20168495128 INDN:Huynh CO ID:XXXXX00002 PPD","235.06","credit","Income","Personal Checking Account","",""
"12/16/2015","Rice Bowl Express","RICE BOWL EXPRESS","8.65","debit","Restaurants","HUYNH V VU","",""
"12/16/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/15","1.67","credit","Income","Personal Savings Account","",""
"12/16/2015","Rice Bowl Express","RICE BOWL EXPRESS C_PURCHASE","8.65","debit","Restaurants","Business Credit Account","",""
"12/15/2015","Raising Cane's","CHECKCARD 1212 RAISING CANE'S #24 HOUSTON TX 24427335348710021512710","27.24","debit","Restaurants","Personal Checking Account","",""
"12/15/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/15/15","1.67","debit","Transfer","Personal Checking Account","",""
"12/15/2015","Citgo","CHECKCARD 1213 1488 CITGO CONROE TX 24610435348004152336015","36.09","debit","Gas & Fuel","Personal Checking Account","",""
"12/15/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/14","2.36","credit","Transfer","Personal Savings Account","",""
"12/14/2015","HEB","HEB #551 12/12 #000585582 PURCHASE 11815 WESTHEIMER HOUSTON TX","16.24","debit","Groceries","Personal Checking Account","",""
"12/14/2015","Citgo","1488 CITGO 12/13 #000907220 PURCHASE 15517 I-45 SOUTH CONROE TX","2.48","debit","Gas & Fuel","Personal Checking Account","",""
"12/14/2015","He","CHECKCARD 1211 HE3 INC DALLAS TX 24231685345207000522502","8.12","debit","Uncategorized","Personal Checking Account","",""
"12/14/2015","Pho Dien","CHECKCARD 1213 PHO DIEN HOUSTON TX 24224435348102012046218","36.00","debit","Restaurants","Personal Checking Account","",""
"12/14/2015","Fresh Market","CHECKCARD 1211 SQ *FRESH MARKET DALLAS TX 24492155345741378138887","2.81","debit","Groceries","Personal Checking Account","",""
"12/14/2015","Kim Son","CHECKCARD 1212 KIM SON RSTR - BELLAIRE HOUSTON TX 24493985347207099700709","59.99","debit","Restaurants","Personal Checking Account","",""
"12/14/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/14/15","2.36","debit","Transfer","Personal Checking Account","",""
"12/14/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/11","0.33","credit","Income","Personal Savings Account","",""
"12/11/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/11/15","0.33","debit","Transfer","Personal Checking Account","",""
"12/11/2015","RaceTrac","RACETRAC498 12/11 #000290296 PURCHASE RACETRAC498 DALLAS TX","24.67","debit","Gas & Fuel","Personal Checking Account","",""
"12/10/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/09","0.09","credit","Income","Personal Savings Account","",""
"12/09/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/09/15","0.09","debit","Transfer","Personal Checking Account","",""
"12/09/2015","Park's Hamburgers","CHECKCARD 1208 SQ *PARK'S HAMBURGE DALLAS TX 24492155342741369917656","6.91","debit","Food & Dining","Personal Checking Account","",""
"12/09/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/08","0.41","credit","Income","Personal Savings Account","",""
"12/08/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/08/15","0.41","debit","Transfer","Personal Checking Account","",""
"12/08/2015","Kroger","KROGER 12/08 #000005211 PURCHASE 4901 MAPLE AVE DALLAS TX","0.59","debit","Groceries","Personal Checking Account","",""
"12/08/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/07","3.97","credit","Income","Personal Savings Account","",""
"12/07/2015","Best Buy","BEST BUY #58 12/06 #000014368 PURCHASE 9378 N. CENTRAL E DALLAS TX","595.35","debit","Electronics & Software","Personal Checking Account","",""
"12/07/2015","Online Banking Transfer","Online Banking Transfer Conf# 5e0tqlhd9; Vu","700.00","debit","Transfer","Personal Checking Account","",""
"12/07/2015","Wal-Mart","WM SUPERCENTER 12/05 #000349993 PURCHASE Wal-Mart Super Ce DALLAS TX","13.70","debit","Entertainment","Personal Checking Account","",""
"12/07/2015","Park's Hamburgers","CHECKCARD 1204 SQ *PARK'S HAMBURGE DALLAS TX 24492155338741357734523","8.53","debit","Food & Dining","Personal Checking Account","",""
"12/07/2015","Target","TARGET T-0947 12/04 #000002522 PURCHASE 9440 Marsh Ln Dallas TX","49.55","debit","Shopping","Personal Checking Account","",""
"12/07/2015","Chick-Fil-A","CHECKCARD 1204 CHICK-FIL-A #03288 DALLAS TX 24427335339710023321145","6.27","debit","Food & Dining","Personal Checking Account","",""
"12/07/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/07/15","3.97","debit","Transfer","Personal Checking Account","",""
"12/07/2015","Michaels","MICHAELS STORE 12/06 #000148507 PURCHASE 5500 GREENVILLE A DALLAS TX","48.66","debit","Entertainment","Personal Checking Account","",""
"12/07/2015","B&H Photo","CHECKCARD 1204 B&H PHOTO, 800-606-6969 800-2215743 NY 24906415338021077960601","2398.00","debit","Shopping","Personal Checking Account","",""
"12/07/2015","H Mart Carrolt","H MART CARROLT 12/05 #000415437 PURCHASE H MART CARROLTON CARROLLTON TX","50.84","debit","Food & Dining","Personal Checking Account","",""
"12/07/2015","Sam's Club","WAL SAM'S Club 12/05 #000515495 PURCHASE 8248 WAL-SAMS DALLAS TX","21.13","debit","Food & Dining","Personal Checking Account","",""
"12/04/2015","First Communitie Des","First Communitie DES:centmed ID:XXXXX6760 INDN:HuynhVu CO ID:XXXXX92293 WEB","1266.79","debit","Mortgage & Rent","Personal Checking Account","",""
"12/04/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 12/03","0.88","credit","Income","Personal Savings Account","",""
"12/03/2015","Estilos Salon","CHECKCARD 1202 ESTILOS SALON DALLAS TX 24493985337286933800166","15.00","debit","Entertainment","Personal Checking Account","",""
"12/03/2015","RaceTrac","RACETRAC498 12/03 #000433518 PURCHASE RACETRAC498 DALLAS TX","36.29","debit","Gas & Fuel","Personal Checking Account","",""
"12/03/2015","RaceTrac","RACETRAC498 12/03 #000226704 PURCHASE RACETRAC498 DALLAS TX","0.83","debit","Gas & Fuel","Personal Checking Account","",""
"12/03/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 12/03/15","0.88","debit","Transfer","Personal Checking Account","",""
"12/01/2015","Chk","Online payment from CHK 0","32.13","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"12/01/2015","Chk","Online payment from CHK 0","30.99","credit","Credit Card Payment","Personal Credit Account","",""
"12/01/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 4896765898","10.00","debit","Transfer","Personal Checking Account","",""
"12/01/2015","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V. CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"12/01/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 4896765898","10.00","credit","Transfer","Personal Savings Account","",""
"12/01/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/30","1.07","credit","Income","Personal Savings Account","",""
"12/01/2015","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"11/30/2015","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","17.86","debit","Shopping","Personal Credit Account","",""
"11/30/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","Personal Credit Account","",""
"11/30/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/30/15","1.07","debit","Transfer","Personal Checking Account","",""
"11/30/2015","7-Eleven","7-ELEVEN 36530 11/29 #000809500 PURCHASE 1100 HENDERSON PALACIOS TX","29.23","debit","Fast Food","Personal Checking Account","",""
"11/30/2015","Online Banking Confirmation","Online Banking payment to CRD 1669 Confirmation# 3094502815","32.13","debit","Credit Card Payment","Personal Checking Account","",""
"11/30/2015","7-Eleven","7-ELEVEN 11/29 #000941394 PURCHASE 1110 HENDERSON ST PALACIOS TX","2.70","debit","Fast Food","Personal Checking Account","",""
"11/30/2015","Online Scheduled Confirmation","Online scheduled payment to CRD 1669 Confirmation# 2088152725","50.00","debit","Uncategorized","Personal Checking Account","",""
"11/30/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 4488072888","20.00","debit","Transfer","Personal Checking Account","",""
"11/30/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 1494511250","30.99","debit","Credit Card Payment","Personal Checking Account","",""
"11/30/2015","Transfer to Personal Credit Account","Online scheduled payment to CRD 5315 Confirmation# 3688152764","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"11/30/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 4488072888","20.00","credit","Transfer","Personal Savings Account","",""
"11/30/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"11/27/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/25","0.86","credit","Transfer","Personal Savings Account","",""
"11/25/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/25/15","0.86","debit","Transfer","Personal Checking Account","",""
"11/25/2015","RaceTrac","RACETRAC498 11/25 #000206050 PURCHASE RACETRAC498 DALLAS TX","32.14","debit","Gas & Fuel","Personal Checking Account","",""
"11/25/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/24","0.12","credit","Transfer","Personal Savings Account","",""
"11/24/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/24/15","0.12","debit","Transfer","Personal Checking Account","",""
"11/24/2015","Fresh Market","CHECKCARD 1123 SQ *FRESH MARKET Dallas TX 24692165327000407719608","2.88","debit","Groceries","Personal Checking Account","",""
"11/24/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/23","1.23","credit","Transfer","Personal Savings Account","",""
"11/23/2015","IKEA","IKEA FRISCO 11/21 #000355771 PURCHASE IKEA FRISCO FRISCO TX","48.67","debit","Furnishings","Personal Checking Account","",""
"11/23/2015","H Mart Carrolt","H MART CARROLT 11/21 #000439111 PURCHASE H MART CARROLTON CARROLLTON TX","86.58","debit","Groceries","Personal Checking Account","",""
"11/23/2015","Velvet Taco","CHECKCARD 1120 VELVET TACO DALLAS TX 24493985325200899402911","11.64","debit","Restaurants","Personal Checking Account","",""
"11/23/2015","Fresh Market","CHECKCARD 1120 SQ *FRESH MARKET Dallas TX 24692165324000881459971","6.88","debit","Groceries","Personal Checking Account","",""
"11/23/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/23/15","1.23","debit","Transfer","Personal Checking Account","",""
"11/23/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/20","0.74","credit","Income","Personal Savings Account","",""
"11/20/2015","Dealgenius Il","CHECKCARD 1119 DEALGENIUS 773-537-4342 IL 24492155323894075727670","140.00","debit","Uncategorized","Personal Checking Account","",""
"11/20/2015","Park's Hamburgers","CHECKCARD 1119 SQ *PARK'S HAMBURGERS Dallas TX 24692165323000346401551","8.26","debit","Restaurants","Personal Checking Account","",""
"11/20/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/20/15","0.74","debit","Transfer","Personal Checking Account","",""
"11/19/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/18","0.31","credit","Income","Personal Savings Account","",""
"11/18/2015","Dalat Restaurant & Bar","CHECKCARD 1116 DALAT RESTAURANT AND B DALLAS TX 24071055321158127213797","11.69","debit","Restaurants","Personal Checking Account","",""
"11/18/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/18/15","0.31","debit","Transfer","Personal Checking Account","",""
"11/18/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/17","1.38","credit","Transfer","Personal Savings Account","",""
"11/17/2015","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.88","debit","Home Phone","Business Credit Account","",""
"11/17/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/17/15","1.38","debit","Transfer","Personal Checking Account","",""
"11/17/2015","IKEA","IKEA FRISCO 11/16 #000156177 PURCHASE IKEA FRISCO FRISCO TX","24.85","debit","Furnishings","Personal Checking Account","",""
"11/17/2015","Park's Hamburgers","CHECKCARD 1116 SQ *PARK'S HAMBURGERS Dallas TX 24692165320000703479623","4.27","debit","Restaurants","Personal Checking Account","",""
"11/17/2015","IKEA","CHECKCARD 1116 IKEA-FRISCO FRISCO TX 24435655321200825302080","3.50","debit","Furnishings","Personal Checking Account","",""
"11/17/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/16","0.74","credit","Transfer","Personal Savings Account","",""
"11/16/2015","Yard House","CHECKCARD 1112 YARD HOUSE 83500083550 ADDISON TX 24164075317574105012005","95.00","debit","Restaurants","Personal Checking Account","",""
"11/16/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/16/15","0.74","debit","Transfer","Personal Checking Account","",""
"11/16/2015","Dri Ncsoft Corp","CHECKCARD 1115 DRI*NCSOFT CORP. 866-367-9516 MN 24430995320400689010714","135.30","debit","Uncategorized","Personal Checking Account","",""
"11/16/2015","Sam's Club","SAMS CLUB #824 11/14 #000772866 PURCHASE SAM'S Club DALLAS TX","0.96","debit","Shopping","Personal Checking Account","",""
"11/16/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/13","1.03","credit","Income","Personal Savings Account","",""
"11/13/2015","Inwood","CHECKCARD 1112 INWOOD DALLAS TX 24224435317104025555943","1.50","debit","Gifts & Donations","Personal Checking Account","",""
"11/13/2015","Inwood","CHECKCARD 1112 INWOOD DALLAS TX 24224435317104025555901","19.47","debit","Gifts & Donations","Personal Checking Account","",""
"11/13/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/13/15","1.03","debit","Transfer","Personal Checking Account","",""
"11/13/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/12","0.14","credit","Transfer","Personal Savings Account","",""
"11/12/2015","REI","CHECKCARD 1111 REI.COM 800-426-4840 WA 24692165315000241122823","77.86","debit","Sporting Goods","Personal Checking Account","",""
"11/12/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/12/15","0.14","debit","Transfer","Personal Checking Account","",""
"11/12/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/10","1.45","credit","Transfer","Personal Savings Account","",""
"11/10/2015","Park's Hamburgers","CHECKCARD 1109 SQ *PARK'S HAMBURGERS Dallas TX 24692165313000024698017","4.27","debit","Restaurants","Personal Checking Account","",""
"11/10/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/10/15","1.45","debit","Transfer","Personal Checking Account","",""
"11/10/2015","He","CHECKCARD 1109 HE3 INC DALLAS TX 24231685313207000504052","4.28","debit","Uncategorized","Personal Checking Account","",""
"11/10/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/09","2.87","credit","Transfer","Personal Savings Account","",""
"11/09/2015","Fresh Market","CHECKCARD 1106 SQ *FRESH MARKET Dallas TX 24692165310000506665099","3.10","debit","Groceries","Personal Checking Account","",""
"11/09/2015","Love's Country Stores","CHECKCARD 1107 LOVE S COUNTRY00002311 HILLSBORO TX 24164075312111615075886","34.06","debit","Gas & Fuel","Personal Checking Account","",""
"11/09/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/09/15","2.87","debit","Transfer","Personal Checking Account","",""
"11/09/2015","Estilos Salon","CHECKCARD 1107 ESTILOS SALON DALLAS TX 24493985312286933300034","12.00","debit","Personal Care","Personal Checking Account","",""
"11/09/2015","Park's Hamburgers","CHECKCARD 1106 SQ *PARK'S HAMBURGERS Dallas TX 24692165310000585216079","6.91","debit","Restaurants","Personal Checking Account","",""
"11/09/2015","Calvin Klein","CALVIN KLEIN 11/07 #000704939 PURCHASE CALVIN KLEIN ROUND ROCK TX","42.06","debit","Clothing","Personal Checking Account","",""
"11/09/2015","Starbucks","PAYPAL DES:INST XFER ID:STARBUCKS INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Coffee Shops","Business Checking Account","",""
"11/05/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","16.00","debit","Entertainment","Personal Credit Account","",""
"11/05/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","14.99","debit","Entertainment","Personal Credit Account","",""
"11/05/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/04","0.89","credit","Transfer","Personal Savings Account","",""
"11/04/2015","Target","CHECKCARD 1103 TARGET 00009472 DALLAS TX 24164075307091007525887","265.54","debit","Shopping","Personal Checking Account","",""
"11/04/2015","Whole Foods","WHOLEFDS HPK 1 11/04 #000118404 PURCHASE WHOLEFDS HPK 101 Highland Park TX","7.57","debit","Groceries","Personal Checking Account","",""
"11/04/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/04/15","0.89","debit","Transfer","Personal Checking Account","",""
"11/04/2015","First Communitie Des","First Communitie DES:centmed ID:XXXXX6435 INDN:HuynhVu CO ID:XXXXX92293 WEB","1265.91","debit","Mortgage & Rent","Personal Checking Account","",""
"11/04/2015","Keepthechange Acct Effective","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/03","0.82","credit","Income","Personal Savings Account","",""
"11/03/2015","Fresh Market","CHECKCARD 1102 SQ *FRESH MARKET Dallas TX 24692165306000317343270","2.18","debit","Groceries","Personal Checking Account","",""
"11/03/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/03/15","0.82","debit","Transfer","Personal Checking Account","",""
"11/03/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 11/02","1.76","credit","Transfer","Personal Savings Account","",""
"11/02/2015","Transfer from Personal Checking Account","Online payment from CHK 0","316.11","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"11/02/2015","QuikTrip","QT 936        08009367 C_PURCHASE","32.13","debit","Gas & Fuel","Business Credit Account","",""
"11/02/2015","Transfer from Personal Checking Account","Online payment from CHK 0","769.79","credit","Credit Card Payment","Personal Credit Account","",""
"11/02/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 11/02/15","1.76","debit","Transfer","Personal Checking Account","",""
"11/02/2015","Sam's Club","SAMSCLUB #8248 10/31 #000884500 PURCHASE 9461 WEBB CHAPEL DALLAS TX","15.13","debit","Food & Dining","Personal Checking Account","",""
"11/02/2015","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V. CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"11/02/2015","Sam's Club","WAL SAM'S Club 10/31 #000517226 PURCHASE 8248 WAL-SAMS DALLAS TX","246.15","debit","Food & Dining","Personal Checking Account","",""
"11/02/2015","Pho Chau Restaurant","CHECKCARD 1030 PHO CHAU RESTAURANT DALLAS TX 24071055305987113719700","9.00","debit","Restaurants","Personal Checking Account","",""
"11/02/2015","Transfer to CORP Account - Bank of America","Online Banking payment to CRD 1669 Confirmation# 1345238176","316.11","debit","Credit Card Payment","Personal Checking Account","",""
"11/02/2015","Sam's Club","SAMSCLUB #8248 10/31 #000069200 PURCHASE 9461 WEBB CHAPEL DALLAS TX","0.96","debit","Food & Dining","Personal Checking Account","",""
"11/02/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 2545234471","769.79","debit","Credit Card Payment","Personal Checking Account","",""
"11/02/2015","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"10/31/2015","Annual Fee","ANNUAL FEE C_FEES","39.00","debit","Fees & Charges","Personal Credit Account","",""
"10/30/2015","Amazon","AMAZON.COM AMZN.COM/BI C_PURCHASE","10.59","debit","Shopping","Business Credit Account","",""
"10/30/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","5.27","debit","Groceries","Business Credit Account","",""
"10/30/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 3620077719","10.00","debit","Transfer","Personal Checking Account","",""
"10/30/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 3620067746","20.00","debit","Transfer","Personal Checking Account","",""
"10/30/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 3620067746","20.00","credit","Transfer","Personal Savings Account","",""
"10/30/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 3620077719","10.00","credit","Transfer","Personal Savings Account","",""
"10/28/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","3.16","debit","Groceries","Business Credit Account","",""
"10/28/2015","Shon Snack Corne","SQ *SHON'S SNACK CORNE C_PURCHASE","4.01","debit","Fast Food","Business Credit Account","",""
"10/28/2015","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","7.99","debit","Shopping","Business Credit Account","",""
"10/27/2015","Inwood","INWOOD C_PURCHASE","20.98","debit","Gifts & Donations","Business Credit Account","",""
"10/27/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","4.99","debit","Groceries","Business Credit Account","",""
"10/26/2015","Park's Hamburgers","SQ *PARK'S HAMBURGERS C_PURCHASE","8.53","debit","Restaurants","Business Credit Account","",""
"10/21/2015","Kroger","KROGER #509 C_PURCHASE","23.79","debit","Groceries","Business Credit Account","",""
"10/20/2015","Del Taco","DEL TACO 1138 C_PURCHASE","16.41","debit","Fast Food","Business Credit Account","",""
"10/19/2015","Yard House","YARD HOUSE 83500083550 C_PURCHASE","24.00","debit","Restaurants","Business Credit Account","",""
"10/19/2015","AT&T","ATT*BILL PAYMENT C_PURCHASE","48.88","debit","Home Phone","Business Credit Account","",""
"10/19/2015","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","115.20","credit","Shopping","Business Credit Account","",""
"10/19/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","4.43","debit","Groceries","Business Credit Account","",""
"10/19/2015","Dfw Gun Club","DFW GUN CLUB DALLAS TX","22.54","debit","Uncategorized","Personal Credit Account","",""
"10/19/2015","Target","TARGET 00009472 DALLAS TX","88.74","debit","Shopping","Personal Credit Account","",""
"10/19/2015","H Mart Carrolton","H MART CARROLTON CARROLLTON TX","11.17","debit","Groceries","Personal Credit Account","",""
"10/19/2015","Wal-Mart","WM SUPERCENTER #5889 DALLAS TX","33.60","debit","Shopping","Personal Credit Account","",""
"10/19/2015","OMI Korean Grill & Bar","OMI KOREAN GRILL & BAR CARROLLTON TX","26.00","debit","Fast Food","Personal Credit Account","",""
"10/16/2015","Park's Hamburgers","SQ *PARK'S HAMBURGERS C_PURCHASE","6.91","debit","Restaurants","Business Credit Account","",""
"10/15/2015","New Truong Nguyen","NEW TRUONG NGUYEN C_PURCHASE","73.15","debit","Groceries","Business Credit Account","",""
"10/15/2015","Pho Bang Restaurant","PHO BANG RESTAURANT C_PURCHASE","25.00","debit","Restaurants","Business Credit Account","",""
